nombre_evento,url_evento,codigo_postal,fecha_inicio,fecha_fin,latitud,longitud,direccion,horario,organizacion,id_ciudad,id_evento
"Mihura, el último comediógrafo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4429f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,2025-05-22 00:00:00.0,2025-06-15 23:59:00.0,40.39245798191536,-3.6972067902718897,PASEO CHOPERA 14,,"{'organization-name': 'Nave 10 Matadero. Creación Dramática Contemporánea', 'accesibility': '1,6'}",1,600
Mikel Azpiroz - Vicalvaro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=08fa8dca45bb4910VgnVCM1000001d4a900aRCRD,28032,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.399832138328044,-3.6212720265227873,BULEVAR INDALECIO PRIETO 21,19:00,"{'organization-name': 'Centro Cultural Valdebernardo (Vicálvaro)', 'accesibility': '2'}",1,601
Mikroconcierto (CANCELADO),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffdbbf0a69363910VgnVCM2000001f4a900aRCRD,28049,2025-02-25 18:30:00.0,2025-02-25 23:59:00.0,40.515712291624084,-3.6860532895354448,Carretera M-607 Km 13 L-10 ,18:30,"{'organization-name': 'Centro Sociocultural Montecarmelo (Fuencarral - El Pardo)', 'accesibility': '1'}",1,602
Mis versos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5da9b723be725910VgnVCM1000001d4a900aRCRD,28021,2025-03-21 18:00:00.0,2025-03-21 23:59:00.0,40.350886994103284,-3.6914981254409645,CALLE MARIA MARTINEZ OVIOL 12,18:00,"{'organization-name': 'Centro Sociocultural Santa Petronila (Villaverde)', 'accesibility': '1'}",1,603
Moda y feminismo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cde4ab7aebd84910VgnVCM2000001f4a900aRCRD,28001,2025-02-26 19:00:00.0,2025-02-26 23:59:00.0,40.42585800515975,-3.689601594290468,CALLE GOYA 1,19:00,"{'organization-name': 'Centro Cultural Emilia Pardo Bazán (Salamanca)', 'accesibility': '1'}",1,604
Moda y feminismo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=caa5ab7aebd84910VgnVCM2000001f4a900aRCRD,28001,2025-04-29 19:00:00.0,2025-04-29 23:59:00.0,40.42585800515975,-3.689601594290468,CALLE GOYA 1,19:00,"{'organization-name': 'Centro Cultural Emilia Pardo Bazán (Salamanca)', 'accesibility': '1'}",1,605
Moda y feminismo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f85ab7aebd84910VgnVCM2000001f4a900aRCRD,28001,2025-03-26 19:00:00.0,2025-03-26 23:59:00.0,40.42585800515975,-3.689601594290468,CALLE GOYA 1,19:00,"{'organization-name': 'Centro Cultural Emilia Pardo Bazán (Salamanca)', 'accesibility': '1'}",1,606
Monólogo y Música,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6af3c02a29964910VgnVCM1000001d4a900aRCRD,28047,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.39552931214334,-3.7562667464373223,CALLE CAMARENA 10,19:00,"{'organization-name': 'Centro Cultural Fernando de los Ríos (Latina)', 'accesibility': '1'}",1,607
Mrs. Robinson,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=443bb8d9a2825910VgnVCM1000001d4a900aRCRD,28017,2025-03-28 19:00:00.0,2025-03-28 23:59:00.0,40.42446957496409,-3.6504201407465917,CALLE SANTA FELICIDAD 39,19:00,"{'organization-name': 'Centro Cultural la Elipa (Ciudad Lineal)', 'accesibility': '1'}",1,608
Muéstrate,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=749eb723be725910VgnVCM1000001d4a900aRCRD,28017,2025-03-08 19:00:00.0,2025-03-08 23:59:00.0,40.42446957496409,-3.6504201407465917,CALLE SANTA FELICIDAD 39,19:00,"{'organization-name': 'Centro Cultural la Elipa (Ciudad Lineal)', 'accesibility': '1'}",1,609
Mujeres calvas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5834268768df4910VgnVCM1000001d4a900aRCRD,28045,2025-03-18 19:30:00.0,2025-03-18 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,19:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,610
Mujeres compositoras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd713bbfeae15910VgnVCM2000001f4a900aRCRD,28039,2025-03-13 19:00:00.0,2025-03-13 23:59:00.0,40.44864332758775,-3.704513191828797,CALLE ALMANSA 9,19:00,"{'organization-name': 'Centro Sociocultural José de Espronceda (Tetuán)', 'accesibility': '1'}",1,611
Mujeres empoderadas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f256b2e8b815910VgnVCM2000001f4a900aRCRD,28031,2025-03-08 12:00:00.0,2025-03-08 23:59:00.0,40.38024953878224,-3.6175290483217055,CALLE MONTE DE MONTJUICH 7,12:00,"{'organization-name': 'Auditorio Municipal Las Trece Rosas', 'accesibility': '1'}",1,612
Mujeres españolas en la II República,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=26131a577f8f4910VgnVCM1000001d4a900aRCRD,28005,2025-03-04 19:00:00.0,2025-03-04 23:59:00.0,40.41410290844665,-3.7098591212735883,CALLE SAN JUSTO 5,19:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}",1,613
Murdle,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=05937d994a115910VgnVCM1000001d4a900aRCRD,28045,2025-03-01 17:00:00.0,2025-03-01 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,17:00,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}",1,614
Museo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e2464926f415910VgnVCM1000001d4a900aRCRD,28045,2025-03-04 00:00:00.0,2025-03-04 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,615
Música Microtonal de Catherine Lamb,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59f83bc034e64910VgnVCM1000001d4a900aRCRD,28014,2025-05-31 00:00:00.0,2025-05-31 23:59:00.0,40.41902261618159,-3.692188193693138,PLAZA CIBELES 1,,"{'organization-name': 'CentroCentro', 'accesibility': '1'}",1,616
Música Microtonal de Harry Partch y James Tenney   Scordatura Ensemble y The Amsterdam Partch Project,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6bf83bc034e64910VgnVCM1000001d4a900aRCRD,28014,2025-04-24 00:00:00.0,2025-04-24 23:59:00.0,40.41902261618159,-3.692188193693138,PLAZA CIBELES 1,,"{'organization-name': 'CentroCentro', 'accesibility': '1'}",1,617
Música y danza clásica india y el viaje  hacia nuestro ser,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d9e2c84ecd15910VgnVCM2000001f4a900aRCRD,28022,2025-03-29 00:00:00.0,2025-03-29 23:59:00.0,40.446826729909155,-3.5727382893523254,CALLE FEBRERO 4,,"{'organization-name': 'Centro Cultural José Luis López Vázquez (San Blas - Canillejas)', 'accesibility': '2'}",1,618
Música - Violín y piano.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=869a531fddbc4910VgnVCM2000001f4a900aRCRD,28015,2025-02-27 19:00:00.0,2025-02-27 23:59:00.0,40.433719454283505,-3.7104468992841753,CALLE GALILEO 39,19:00,"{'organization-name': 'Centro Cultural Galileo (Chamberí)', 'accesibility': '1'}",1,619
Músicas iberoamericanas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea8f73d595325910VgnVCM2000001f4a900aRCRD,28026,2025-03-16 12:00:00.0,2025-03-16 23:59:00.0,40.374166248648216,-3.7032220308808577,CALLE DOCTOR TOLOSA LATOUR 16,12:00,"{'organization-name': 'Centro de Educación Ambiental y Cultural Maris Stella (Usera)', 'accesibility': '1'}",1,620
Músicas Semilla (Villaverde),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d0ea11cf75d4910VgnVCM2000001f4a900aRCRD,28021,2025-03-28 19:00:00.0,2025-03-28 23:59:00.0,40.350886994103284,-3.6914981254409645,CALLE MARIA MARTINEZ OVIOL 12,19:00,"{'organization-name': 'Centro Sociocultural Santa Petronila (Villaverde)', 'accesibility': '1'}",1,621
Música: 'Carnaval Tour',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=44575242b8ad4910VgnVCM2000001f4a900aRCRD,28024,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.3829835905706,-3.7800890564106613,CALLE FUENTE DEL TIRO 72,19:00,"{'organization-name': 'Centro Sociocultural Almirante Churruca (Latina)', 'accesibility': '1'}",1,622
Música: 'El fantasma del Carnaval',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c975242b8ad4910VgnVCM2000001f4a900aRCRD,28011,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.407316328180464,-3.747465416906973,CALLE EL GRECO 29,19:00,"{'organization-name': 'Centro Sociocultural El Greco (Latina)', 'accesibility': '1'}",1,623
Música: 'Murga Tirando la Bohemia',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb7a11c60bad4910VgnVCM2000001f4a900aRCRD,28011,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.40647389284976,-3.7327010920242043,CALLE MARIA DEL CARMEN 65,19:00,"{'organization-name': 'Centro Sociocultural Rosario de Acuña (Latina)', 'accesibility': '1'}",1,624
Música: 'Zarnaval',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1155242b8ad4910VgnVCM2000001f4a900aRCRD,28024,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.399764677637116,-3.775144917950534,CARRETERA BOADILLA DEL MONTE 40,19:00,"{'organization-name': 'Centro Cultural Sara Montiel (Latina)', 'accesibility': '1'}",1,625
Música: '¡Carnaval Rock!',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b0911c60bad4910VgnVCM2000001f4a900aRCRD,28044,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.378853797128336,-3.7819616113032115,CALLE SERRADILLA 13,19:00,"{'organization-name': 'Centro Cultural Miguel Hernández (Latina)', 'accesibility': '1'}",1,626
Música: `Versos Que Quiero Contarte´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd1b26a636405910VgnVCM1000001d4a900aRCRD,28041,2025-03-28 19:00:00.0,2025-03-28 23:59:00.0,40.35639654251886,-3.6940501846610894,CALLE LOS BOHEMIOS 1,19:00,"{'organization-name': 'Centro Sociocultural Bohemios (Villaverde)', 'accesibility': '1'}",1,627
Natacha,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=abeee2fc6e6c1910VgnVCM1000001d4a900aRCRD,28012,2025-02-11 19:30:00.0,2025-03-30 23:59:00.0,40.414828532240946,-3.700164949543688,CALLE PRINCIPE 25,19:30,"{'organization-name': 'Teatro Español', 'accesibility': '1,6'}",1,628
Natalia Vega,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efbcb723be725910VgnVCM1000001d4a900aRCRD,28017,2025-03-07 19:00:00.0,2025-03-07 23:59:00.0,40.42446957496409,-3.6504201407465917,CALLE SANTA FELICIDAD 39,19:00,"{'organization-name': 'Centro Cultural la Elipa (Ciudad Lineal)', 'accesibility': '1'}",1,629
National Gallery,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=453464926f415910VgnVCM1000001d4a900aRCRD,28045,2025-03-09 19:00:00.0,2025-03-09 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,19:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,630
Nerium Park,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40029f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,2025-02-27 19:30:00.0,2025-03-23 23:59:00.0,40.39245798191536,-3.6972067902718897,PASEO CHOPERA 14,19:30,"{'organization-name': 'Nave 10 Matadero. Creación Dramática Contemporánea', 'accesibility': '1,6'}",1,631
Nico Roig,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=399602a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,2025-02-28 20:30:00.0,2025-02-28 23:59:00.0,40.42739911262292,-3.710589286287491,CALLE CONDE DUQUE 9,20:30,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}",1,632
Nilu - Fuencarral,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=85e98dca45bb4910VgnVCM1000001d4a900aRCRD,28035,2025-04-05 19:00:00.0,2025-04-05 23:59:00.0,40.49082275610172,-3.7216054330053647,GLORIETA PRADERA DE VAQUERIZAS 9,19:00,"{'organization-name': 'Centro Cultural Alfredo Kraus (Fuencarral - El Pardo)', 'accesibility': '1'}",1,633
Niña Luna,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6cc2c84ecd15910VgnVCM2000001f4a900aRCRD,28022,2025-03-09 12:00:00.0,2025-03-09 23:59:00.0,40.446826729909155,-3.5727382893523254,CALLE FEBRERO 4,12:00,"{'organization-name': 'Centro Cultural José Luis López Vázquez (San Blas - Canillejas)', 'accesibility': '2'}",1,634
No disparen al turista,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca8102a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,2025-02-25 19:30:00.0,2025-02-25 23:59:00.0,40.42739911262292,-3.710589286287491,CALLE CONDE DUQUE 9,19:30,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}",1,635
No toquen mis manos  (Villaverde),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c4b98dca45bb4910VgnVCM1000001d4a900aRCRD,28021,2025-03-21 18:00:00.0,2025-03-21 23:59:00.0,40.346369432374594,-3.7085146991266473,CALLE DOCTOR MARTIN AREVALO 2,18:00,"{'organization-name': 'Centro Sociocultural Ágata (Villaverde)', 'accesibility': '1'}",1,636
No toquen mis manos (Villa de Vallecas),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a9620112a0cb4910VgnVCM2000001f4a900aRCRD,,2025-03-22 19:00:00.0,2025-03-22 23:59:00.0,40.383003853666146,-3.60624904964931,,19:00,"{'organization-name': 'Centro Cultural Zazuar (Villa de Vallecas)', 'accesibility': '1,6'}",1,637
Nosotras creamos mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8d733d971394910VgnVCM1000001d4a900aRCRD,28041,2025-03-01 12:00:00.0,2025-03-01 23:59:00.0,40.371654294908154,-3.692056897625109,CALLE ESTAFETA 33,12:00,"{'organization-name': 'Centro Sociocultural San Fermín (Usera)', 'accesibility': '1'}",1,638
"Nuevos héroes y heroínas, sueños y deseos: manga, k-pop, Bollywood… Asia Oriental conquista Occidente",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a09202a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,2025-03-25 19:30:00.0,2025-03-25 23:59:00.0,40.42739911262292,-3.710589286287491,CALLE CONDE DUQUE 9,19:30,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}",1,639
Obras cortas de Álvarez Quintero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37553bbfeae15910VgnVCM2000001f4a900aRCRD,28039,2025-03-27 19:00:00.0,2025-03-27 23:59:00.0,40.44864332758775,-3.704513191828797,CALLE ALMANSA 9,19:00,"{'organization-name': 'Centro Sociocultural José de Espronceda (Tetuán)', 'accesibility': '1'}",1,640
Orfebres en Madrid. IX Muestra de Orfebrería Contemporánea,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2fdcb4e35c6b4910VgnVCM2000001f4a900aRCRD,28004,2025-02-05 10:00:00.0,2025-03-23 23:59:00.0,40.42577054821346,-3.700845660719608,CALLE FUENCARRAL 78,10:00,"{'organization-name': 'Museo de Historia de Madrid', 'accesibility': '1,6'}",1,641
Orquesta Allegro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=78bab8d9a2825910VgnVCM1000001d4a900aRCRD,28017,2025-03-29 19:00:00.0,2025-03-29 23:59:00.0,40.42446957496409,-3.6504201407465917,CALLE SANTA FELICIDAD 39,19:00,"{'organization-name': 'Centro Cultural la Elipa (Ciudad Lineal)', 'accesibility': '1'}",1,642
Paisaje y geomorfología de Casa de Campo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ab00feb643f3910VgnVCM1000001d4a900aRCRD,28011,2025-03-09 10:00:00.0,2025-03-09 23:59:00.0,40.41789950036311,-3.7309390858931137,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,10:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}",1,643
Palabras imaginadas. Lectura gráfica,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=044d15be70332910VgnVCM1000001d4a900aRCRD,28045,2024-10-16 00:00:00.0,2025-03-09 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}",1,644
Panorama de los centros educativos de Tetuán,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdbad53414e15910VgnVCM1000001d4a900aRCRD,28039,2025-02-19 00:00:00.0,2025-03-14 23:59:00.0,40.45749513485957,-3.710539712535917,CALLE FRANCOS RODRIGUEZ 67,,"{'organization-name': 'Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán)', 'accesibility': '1,6'}",1,645
"Papicha, sueños de libertad",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ca464926f415910VgnVCM1000001d4a900aRCRD,28045,2025-03-12 19:30:00.0,2025-03-12 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,19:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,646
Parapapel de molécula,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=772e11c60bad4910VgnVCM2000001f4a900aRCRD,28012,2025-02-28 16:30:00.0,2025-02-28 23:59:00.0,40.40967898937472,-3.7015569791252063,CALLE OLIVAR 46,16:30,"{'organization-name': 'Centro Cultural Lavapiés (Centro)', 'accesibility': '1'}",1,647
Paraules d'amor. Un assaig sobre les passions,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a31045e3fd15910VgnVCM1000001d4a900aRCRD,28045,2025-03-12 19:00:00.0,2025-03-12 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,19:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,648
Parque del Oeste Tramo II. Del Paseo del Pintor Rosales a Templo de Debod,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72f976bd693f3910VgnVCM1000001d4a900aRCRD,,2025-03-23 11:00:00.0,2025-03-23 23:59:00.0,,,,11:00,,1,649
Parque del Oeste. Tramo I,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6bb876bd693f3910VgnVCM1000001d4a900aRCRD,,2025-03-22 11:00:00.0,2025-03-22 23:59:00.0,,,,11:00,,1,650
Parques de Casa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=29d0f8fe03394910VgnVCM2000001f4a900aRCRD,28004,2025-03-27 19:00:00.0,2025-03-27 23:59:00.0,40.426642215368176,-3.699722994908341,CALLE BARCELO 4,19:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}",1,651
Pasacalles con Charanga desde el Colegio Calderón de la Barca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9cab96cdd4f4910VgnVCM1000001d4a900aRCRD,,2025-02-27 09:45:00.0,2025-02-27 23:59:00.0,,,,09:45,,1,652
Pasacalles folclórico Grupo Calderón de la Barca por el casco histórico,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=672cb96cdd4f4910VgnVCM1000001d4a900aRCRD,,2025-02-28 18:00:00.0,2025-02-28 23:59:00.0,,,,18:00,,1,653
Pasacalles Tanalborde 'Carnaval de las flores',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=665aa8c219315910VgnVCM2000001f4a900aRCRD,,2025-03-09 12:30:00.0,2025-03-09 23:59:00.0,,,,12:30,,1,654
Pasarela Brasil Fashion Madrid III Edición,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0a80089de4f4910VgnVCM2000001f4a900aRCRD,28009,2025-02-10 00:00:00.0,2025-03-16 23:59:00.0,40.4166091081099,-3.6795930368034804,PASEO FERNÁN NÚÑEZ 24,,"{'organization-name': 'Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)', 'accesibility': '1,6'}",1,655
Pastores por un día,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc67abdc2a2f3910VgnVCM1000001d4a900aRCRD,28011,2025-02-28 10:30:00.0,2025-02-28 23:59:00.0,40.41789950036311,-3.7309390858931137,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,10:30,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}",1,656
Pastores por un día,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c91868347f2f3910VgnVCM1000001d4a900aRCRD,28011,2025-03-29 10:30:00.0,2025-03-29 23:59:00.0,40.41789950036311,-3.7309390858931137,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,10:30,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}",1,657
Pedaleando en verde: ruta en bici desde la Dehesa hasta Casa de Campo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a63c9a484315910VgnVCM1000001d4a900aRCRD,,2025-03-08 11:00:00.0,2025-03-08 23:59:00.0,40.45914104116349,-3.718270563679269,,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Dehesa de la Villa', 'accesibility': '1'}",1,658
Pedro conoce a Clumsy,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0edeeb1eb9305910VgnVCM1000001d4a900aRCRD,28009,2025-03-22 12:00:00.0,2025-03-22 23:59:00.0,40.41906571939961,-3.684053112760816,PASEO COLOMBIA 1,12:00,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}",1,659
Película: Gru 3 Mi villano favorito,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=06a0452eb56d4910VgnVCM1000001d4a900aRCRD,28045,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.40242416544921,-3.6954440062549017,CALLE CANARIAS 17,19:00,"{'organization-name': 'Centro Dotacional Integrado Arganzuela Ángel del Río', 'accesibility': '1'}",1,660
Pensar lo humano en el tiempo: la Grecia Clásica frente al Ciberpunk,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=48b19f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,2025-02-25 19:30:00.0,2025-02-25 23:59:00.0,40.39245798191536,-3.6972067902718897,PASEO CHOPERA 14,19:30,"{'organization-name': 'Nave 10 Matadero. Creación Dramática Contemporánea', 'accesibility': '1,6'}",1,661
